"id";"latitude";"longitude";"cep";"numero";"complemento";"usuario_id"
53;"";"";"03026030";0.0;"";32
54;"";"";"02013002";0.0;"";32
55;"";"";"02467060";0.0;"";32
56;"";"";"02751000";0.0;"";32
57;"";"";"03053010";0.0;"";32
58;"";"";"02558070";0.0;"";32
59;"";"";"01138040";0.0;"";32
60;"";"";"03103000";0.0;"";32
61;"";"";"02045080";0.0;"";32
62;"";"";"01153000";0.0;"";32
63;"";"";"02011000";0.0;"";32
64;"";"";"02031200";0.0;"";32
65;"";"";"05007002";0.0;"";32
66;"";"";"03691130";0.0;"";32
67;"";"";"02544000";0.0;"";32
68;"";"";"01045000";0.0;"";32
69;"";"";"02557120";0.0;"";32
70;"";"";"02043080";0.0;"";32
71;"";"";"01224000";0.0;"";32
72;"";"";"01221020";0.0;"";32
73;"";"";"02533010";0.0;"";32
74;"";"";"02537000";0.0;"";32
75;"";"";"02512000";0.0;"";32
76;"";"";"05002040";0.0;"";32
77;"";"";"05010000";0.0;"";32
78;"";"";"05023000";0.0;"";32
79;"";"";"05007001";0.0;"";32
80;"";"";"01139002";0.0;"";32
81;"";"";"02515050";0.0;"";32
82;"";"";"01233050";0.0;"";32
83;"";"";"01124040";0.0;"";32
84;"";"";"01137010";0.0;"";32
85;"";"";"01127010";0.0;"";32
86;"";"";"01202002";0.0;"";32
87;"";"";"05002070";0.0;"";32
88;"";"";"02517110";0.0;"";32
89;"";"";"02037001";0.0;"";32
90;"";"";"01141000";0.0;"";32
91;"";"";"02471210";0.0;"";32
92;"";"";"01303030";0.0;"";32
93;"";"";"01319040";0.0;"";32
94;"";"";"01156040";0.0;"";32
95;"";"";"01217010";0.0;"";32
96;"";"";"01133020";0.0;"";32
97;"";"";"01226020";0.0;"";32
98;"";"";"01228000";0.0;"";32
99;"";"";"01245000";0.0;"";32
100;"";"";"02530010";0.0;"";32
101;"";"";"01204001";0.0;"";32
102;"";"";"01020030";0.0;"";32
103;"";"";"05002062";0.0;"";32
104;"";"";"01225000";0.0;"";32
105;"";"";"01121000";0.0;"";32
106;"";"";"02075030";0.0;"";32
107;"";"";"03034070";0.0;"";32
108;"";"";"05016080";0.0;"";32
109;"";"";"02556020";0.0;"";32
110;"";"";"01201020";0.0;"";32
111;"";"";"02051001";0.0;"";32
112;"";"";"02332000";0.0;"";32
113;"";"";"02542080";0.0;"";32
114;"";"";"05008002";0.0;"";32
115;"";"";"01108000";0.0;"";32
116;"";"";"01131000";0.0;"";32
117;"";"";"02542000";0.0;"";32
118;"";"";"05029030";0.0;"";32
119;"";"";"02017011";0.0;"";32
120;"";"";"02513020";0.0;"";32
121;"";"";"03043050";0.0;"";32
122;"";"";"01107000";0.0;"";32
123;"";"";"03042001";0.0;"";32
124;"";"";"03043070";0.0;"";32
125;"";"";"02557000";0.0;"";32
126;"";"";"02543010";0.0;"";32
127;"";"";"03041000";0.0;"";32
128;"";"";"01203002";0.0;"";32
129;"";"";"02060000";0.0;"";32
130;"";"";"03028040";0.0;"";32
131;"";"";"02720200";0.0;"";32
132;"";"";"02543160";0.0;"";32
133;"";"";"02558050";0.0;"";32
134;"";"";"01218011";0.0;"";32
135;"";"";"03051000";0.0;"";32
136;"";"";"01301000";0.0;"";32
137;"";"";"03014000";0.0;"";32
138;"";"";"02460080";0.0;"";32
139;"";"";"01109000";0.0;"";32
140;"";"";"01103010";0.0;"";32
141;"";"";"02556180";0.0;"";32
142;"";"";"01224001";0.0;"";32
143;"";"";"02043070";0.0;"";32
144;"";"";"01139020";0.0;"";32
145;"";"";"01255050";0.0;"";32
146;"";"";"01029010";0.0;"";32
147;"";"";"02546000";0.0;"";32
148;"";"";"02403030";0.0;"";32
149;"";"";"01235000";0.0;"";32
150;"";"";"02011300";0.0;"";32
151;"";"";"02710000";0.0;"";32
152;"";"";"02450010";0.0;"";32
153;"";"";"02401300";0.0;"";32
154;"";"";"05001000";0.0;"";32
155;"";"";"02721030";0.0;"";32
156;"";"";"02334000";0.0;"";32
157;"";"";"02751030";0.0;"";32
158;"";"";"02721200";0.0;"";32
159;"";"";"01049000";0.0;"";32
160;"";"";"02042010";0.0;"";32
161;"";"";"02042011";0.0;"";32
162;"";"";"02037021";0.0;"";32
163;"";"";"02545060";0.0;"";32
164;"";"";"01003001";0.0;"";32
165;"";"";"02402600";0.0;"";32
166;"";"";"01215000";0.0;"";32
167;"";"";"01217000";0.0;"";32
168;"";"";"01232011";0.0;"";32
169;"";"";"01244030";0.0;"";32
170;"";"";"01303040";0.0;"";32
171;"";"";"02452001";0.0;"";32
172;"";"";"02755090";0.0;"";32
173;"";"";"02013040";0.0;"";32
174;"";"";"01128000";0.0;"";32
175;"";"";"02721031";0.0;"";32
176;"";"";"02065040";0.0;"";32
177;"";"";"02517100";0.0;"";32
178;"";"";"02563010";0.0;"";32
179;"";"";"01514020";0.0;"";32
180;"";"";"02533011";0.0;"";32
181;"";"";"03025000";0.0;"";32
182;"";"";"02013030";0.0;"";32
183;"";"";"02012100";0.0;"";32
184;"";"";"02402100";0.0;"";32
185;"";"";"05011040";0.0;"";32
186;"";"";"02539000";0.0;"";32
187;"";"";"01229010";0.0;"";32
188;"";"";"02334050";0.0;"";32
189;"";"";"02077000";0.0;"";32
190;"";"";"05015001";0.0;"";32
191;"";"";"02536000";0.0;"";32
192;"";"";"02516000";0.0;"";32
193;"";"";"01134050";0.0;"";32
194;"";"";"02551040";0.0;"";32
195;"";"";"02518000";0.0;"";32
196;"";"";"02077020";0.0;"";32
197;"";"";"01255000";0.0;"";32
198;"";"";"01223011";0.0;"";32
199;"";"";"01233020";0.0;"";32
200;"";"";"02020001";0.0;"";32
201;"";"";"01224020";0.0;"";32
202;"";"";"01130000";0.0;"";32
203;"";"";"01123001";0.0;"";32
204;"";"";"02535010";0.0;"";32
205;"";"";"05044040";0.0;"";32
206;"";"";"02722030";0.0;"";32
207;"";"";"02522050";0.0;"";32
208;"";"";"03009100";0.0;"";32
209;"";"";"02030100";0.0;"";32
210;"";"";"01124060";0.0;"";32
211;"";"";"02406040";0.0;"";32
212;"";"";"02110010";0.0;"";32
213;"";"";"01212030";0.0;"";32
214;"";"";"01216000";0.0;"";32
215;"";"";"02334001";0.0;"";32
216;"";"";"01242001";0.0;"";32
217;"";"";"01243000";0.0;"";32
218;"";"";"05025000";0.0;"";32
219;"";"";"02401000";0.0;"";32
220;"";"";"02562040";0.0;"";32
221;"";"";"02562000";0.0;"";32
222;"";"";"03008020";0.0;"";32
223;"";"";"02464400";0.0;"";32
224;"";"";"02403020";0.0;"";32
225;"";"";"01302000";0.0;"";32
226;"";"";"02036020";0.0;"";32
227;"";"";"01234030";0.0;"";32
228;"";"";"05016010";0.0;"";32
229;"";"";"02545080";0.0;"";32
230;"";"";"05003050";0.0;"";32
231;"";"";"03102060";0.0;"";32
232;"";"";"02721000";0.0;"";32
233;"";"";"05016081";0.0;"";32
234;"";"";"01259020";0.0;"";32
235;"";"";"05017000";0.0;"";32
236;"";"";"02081070";0.0;"";32
237;"";"";"05002010";0.0;"";32
238;"";"";"05013000";0.0;"";32
239;"";"";"02405000";0.0;"";32
240;"";"";"02077080";0.0;"";32
241;"";"";"01224010";0.0;"";32
242;"";"";"01239020";0.0;"";32
243;"";"";"02017013";0.0;"";32
244;"";"";"01156000";0.0;"";32
245;"";"";"01226010";0.0;"";32
246;"";"";"02564010";0.0;"";32
247;"";"";"01302001";0.0;"";32
248;"";"";"01133000";0.0;"";32
249;"";"";"02404000";0.0;"";32
250;"";"";"01034040";0.0;"";32
251;"";"";"03001000";0.0;"";32
252;"";"";"02430000";0.0;"";32
253;"";"";"01150010";0.0;"";32
254;"";"";"02715000";0.0;"";32
255;"";"";"02756000";0.0;"";32
256;"";"";"02042020";0.0;"";32
257;"";"";"01218000";0.0;"";32
258;"";"";"01122000";0.0;"";32
259;"";"";"02465200";0.0;"";32
260;"";"";"02543000";0.0;"";32
261;"";"";"02403080";0.0;"";32
262;"";"";"01101000";0.0;"";32
263;"";"";"05019000";0.0;"";32
264;"";"";"02522100";0.0;"";32
265;"";"";"01134000";0.0;"";32
266;"";"";"01251060";0.0;"";32
267;"";"";"02018011";0.0;"";32
268;"";"";"01109020";0.0;"";32
269;"";"";"02464200";0.0;"";32
270;"";"";"02467140";0.0;"";32
271;"";"";"01103201";0.0;"";32
272;"";"";"01226001";0.0;"";32
273;"";"";"01126020";0.0;"";32
274;"";"";"02079040";0.0;"";32
275;"";"";"02720100";0.0;"";32
276;"";"";"02067060";0.0;"";32
277;"";"";"01239001";0.0;"";32
278;"";"";"01217020";0.0;"";32
279;"";"";"02405060";0.0;"";32
280;"";"";"02036001";0.0;"";32
281;"";"";"02518010";0.0;"";32
282;"";"";"02044050";0.0;"";32
283;"";"";"02450000";0.0;"";32
284;"";"";"02515010";0.0;"";32
285;"";"";"05024000";0.0;"";32
286;"";"";"05025011";0.0;"";32
287;"";"";"02551000";0.0;"";32
288;"";"";"01154001";0.0;"";32
289;"";"";"01324000";0.0;"";32
290;"";"";"01301100";0.0;"";32
291;"";"";"02756030";0.0;"";32
292;"";"";"02555050";0.0;"";32
293;"";"";"02301000";0.0;"";32
294;"";"";"02721100";0.0;"";32
295;"";"";"02713000";0.0;"";32
296;"";"";"02725000";0.0;"";32
297;"";"";"05008010";0.0;"";32
298;"";"";"05015000";0.0;"";32
299;"";"";"05021010";0.0;"";32
300;"";"";"02333000";0.0;"";32
301;"";"";"01244001";0.0;"";32
302;"";"";"02720000";0.0;"";32
303;"";"";"02071001";0.0;"";32
304;"";"";"05017020";0.0;"";32
305;"";"";"02028020";0.0;"";32
306;"";"";"02072000";0.0;"";32
307;"";"";"02406030";0.0;"";32
308;"";"";"03043040";0.0;"";32
309;"";"";"02752170";0.0;"";32
310;"";"";"02517001";0.0;"";32
311;"";"";"01238001";0.0;"";32
312;"";"";"05025020";0.0;"";32
313;"";"";"01254030";0.0;"";32
314;"";"";"01254010";0.0;"";32
315;"";"";"02710001";0.0;"";32
316;"";"";"02302070";0.0;"";32
317;"";"";"02514050";0.0;"";32
318;"";"";"01156050";0.0;"";32
319;"";"";"02450001";0.0;"";32
320;"";"";"02512060";0.0;"";32
321;"";"";"05036000";0.0;"";32
322;"";"";"02402300";0.0;"";32
323;"";"";"01244000";0.0;"";32
324;"";"";"03033000";0.0;"";32
325;"";"";"01151000";0.0;"";32
326;"";"";"02531011";0.0;"";32
327;"";"";"01155080";0.0;"";32
328;"";"";"02071002";0.0;"";32
329;"";"";"01228200";0.0;"";32
330;"";"";"01315001";0.0;"";32
331;"";"";"03032030";0.0;"";32
332;"";"";"02080010";0.0;"";32
333;"";"";"02243010";0.0;"";32
334;"";"";"03028001";0.0;"";32
335;"";"";"01316020";0.0;"";32
336;"";"";"02510030";0.0;"";32
337;"";"";"02013050";0.0;"";32
338;"";"";"02554020";0.0;"";32
339;"";"";"02052020";0.0;"";32
340;"";"";"01155010";0.0;"";32
341;"";"";"02524020";0.0;"";32
342;"";"";"02029001";0.0;"";32
343;"";"";"02088900";0.0;"";32
344;"";"";"05020000";0.0;"";32
345;"";"";"01155000";0.0;"";32
346;"";"";"03033020";0.0;"";32
347;"";"";"05025010";0.0;"";32
348;"";"";"02452060";0.0;"";32
349;"";"";"02535000";0.0;"";32
350;"";"";"05004000";0.0;"";32
351;"";"";"01514000";0.0;"";32
352;"";"";"01232001";0.0;"";32
353;"";"";"02526000";0.0;"";32
354;"";"";"02041040";0.0;"";32
355;"";"";"02541070";0.0;"";32
356;"";"";"01238000";0.0;"";32
357;"";"";"03008000";0.0;"";32
358;"";"";"02065050";0.0;"";32
359;"";"";"03002000";0.0;"";32
360;"";"";"02461000";0.0;"";32
361;"";"";"02072001";0.0;"";32
362;"";"";"05028140";0.0;"";32
363;"";"";"01050030";0.0;"";32
364;"";"";"01123000";0.0;"";32
365;"";"";"01206000";0.0;"";32
366;"";"";"02335011";0.0;"";32
367;"";"";"05037120";0.0;"";32
368;"";"";"02534001";0.0;"";32
369;"";"";"02066030";0.0;"";32
370;"";"";"02405050";0.0;"";32
371;"";"";"02431000";0.0;"";32
372;"";"";"01129010";0.0;"";32
373;"";"";"05205110";0.0;"";32
374;"";"";"05014001";0.0;"";32
375;"";"";"05004030";0.0;"";32
376;"";"";"01152010";0.0;"";32
377;"";"";"03003000";0.0;"";32
378;"";"";"02052050";0.0;"";32
379;"";"";"03005040";0.0;"";32
380;"";"";"03034050";0.0;"";32
381;"";"";"02538000";0.0;"";32
382;"";"";"02401200";0.0;"";32
383;"";"";"01102000";0.0;"";32
384;"";"";"02022130";0.0;"";32
385;"";"";"02543180";0.0;"";32
386;"";"";"02563000";0.0;"";32
387;"";"";"02564040";0.0;"";32
388;"";"";"02535001";0.0;"";32
389;"";"";"01142200";0.0;"";32
390;"";"";"01138000";0.0;"";32
391;"";"";"01218012";0.0;"";32
392;"";"";"02722000";0.0;"";32
393;"";"";"02334070";0.0;"";32
394;"";"";"05438000";0.0;"";32
395;"";"";"01255090";0.0;"";32
396;"";"";"02071010";0.0;"";32
397;"";"";"01254000";0.0;"";32
398;"";"";"01109010";0.0;"";32
399;"";"";"02012120";0.0;"";32
400;"";"";"02520000";0.0;"";32
401;"";"";"02465000";0.0;"";32
402;"";"";"02536070";0.0;"";32
403;"";"";"05028090";0.0;"";32
404;"";"";"02029000";0.0;"";32
405;"";"";"02563040";0.0;"";32
406;"";"";"02046090";0.0;"";32
407;"";"";"02724080";0.0;"";32
408;"";"";"02550050";0.0;"";32
409;"";"";"02037010";0.0;"";32
410;"";"";"05074000";0.0;"";32
411;"";"";"01451001";0.0;"";32
412;"";"";"04606050";0.0;"";32
413;"";"";"01455000";0.0;"";32
414;"";"";"05021000";0.0;"";32
415;"";"";"05352020";0.0;"";32
416;"";"";"04042001";0.0;"";32
417;"";"";"05372000";0.0;"";32
418;"";"";"04523001";0.0;"";32
419;"";"";"04704000";0.0;"";32
420;"";"";"05008000";0.0;"";32
421;"";"";"05078000";0.0;"";32
422;"";"";"05516030";0.0;"";32
423;"";"";"05516020";0.0;"";32
424;"";"";"05632020";0.0;"";32
425;"";"";"04050011";0.0;"";32
426;"";"";"05361010";0.0;"";32
427;"";"";"05616010";0.0;"";32
428;"";"";"05614040";0.0;"";32
429;"";"";"05624060";0.0;"";32
430;"";"";"05075070";0.0;"";32
431;"";"";"04601001";0.0;"";32
432;"";"";"04035001";0.0;"";32
433;"";"";"05521200";0.0;"";32
434;"";"";"05396450";0.0;"";32
435;"";"";"04062001";0.0;"";32
436;"";"";"05503000";0.0;"";32
437;"";"";"05537100";0.0;"";32
438;"";"";"05566000";0.0;"";32
439;"";"";"05410010";0.0;"";32
440;"";"";"05092040";0.0;"";32
441;"";"";"05444000";0.0;"";32
442;"";"";"05428010";0.0;"";32
443;"";"";"05059040";0.0;"";32
444;"";"";"05367140";0.0;"";32
445;"";"";"05546110";0.0;"";32
446;"";"";"05742100";0.0;"";32
447;"";"";"05058000";0.0;"";32
448;"";"";"05588001";0.0;"";32
449;"";"";"05352090";0.0;"";32
450;"";"";"04506010";0.0;"";32
451;"";"";"05545080";0.0;"";32
452;"";"";"05530000";0.0;"";32
453;"";"";"05386070";0.0;"";32
454;"";"";"05581001";0.0;"";32
455;"";"";"05587160";0.0;"";32
456;"";"";"05053070";0.0;"";32
457;"";"";"05619000";0.0;"";32
458;"";"";"05634000";0.0;"";32
459;"";"";"05628000";0.0;"";32
460;"";"";"05750130";0.0;"";32
461;"";"";"05074020";0.0;"";32
462;"";"";"04566000";0.0;"";32
463;"";"";"05307040";0.0;"";32
464;"";"";"04557050";0.0;"";32
465;"";"";"04088000";0.0;"";32
466;"";"";"04038034";0.0;"";32
467;"";"";"05615001";0.0;"";32
468;"";"";"05410002";0.0;"";32
469;"";"";"05515040";0.0;"";32
470;"";"";"05403010";0.0;"";32
471;"";"";"04561001";0.0;"";32
472;"";"";"05568090";0.0;"";32
473;"";"";"05615000";0.0;"";32
474;"";"";"05301000";0.0;"";32
475;"";"";"05750000";0.0;"";32
476;"";"";"05549210";0.0;"";32
477;"";"";"05418001";0.0;"";32
478;"";"";"05076000";0.0;"";32
479;"";"";"05017040";0.0;"";32
480;"";"";"04145011";0.0;"";32
481;"";"";"05325200";0.0;"";32
482;"";"";"05585070";0.0;"";32
483;"";"";"04542000";0.0;"";32
484;"";"";"04304000";0.0;"";32
485;"";"";"01453010";0.0;"";32
486;"";"";"04139000";0.0;"";32
487;"";"";"05565000";0.0;"";32
488;"";"";"05626000";0.0;"";32
489;"";"";"05516050";0.0;"";32
490;"";"";"04140110";0.0;"";32
491;"";"";"05318040";0.0;"";32
492;"";"";"04617010";0.0;"";32
493;"";"";"05338100";0.0;"";32
494;"";"";"04086020";0.0;"";32
495;"";"";"04545041";0.0;"";32
496;"";"";"05679160";0.0;"";32
497;"";"";"04049060";0.0;"";32
498;"";"";"04087000";0.0;"";32
499;"";"";"05372040";0.0;"";32
500;"";"";"04070000";0.0;"";32
501;"";"";"04045004";0.0;"";32
502;"";"";"04611001";0.0;"";32
503;"";"";"04001130";0.0;"";32
504;"";"";"04080004";0.0;"";32
505;"";"";"05311000";0.0;"";32
506;"";"";"04703002";0.0;"";32
507;"";"";"01457030";0.0;"";32
508;"";"";"05043050";0.0;"";32
509;"";"";"05574450";0.0;"";32
510;"";"";"05528220";0.0;"";32
511;"";"";"01410001";0.0;"";32
512;"";"";"05339020";0.0;"";32
513;"";"";"04635022";0.0;"";32
514;"";"";"05469000";0.0;"";32
515;"";"";"04618031";0.0;"";32
516;"";"";"05333120";0.0;"";32
517;"";"";"04634020";0.0;"";32
518;"";"";"05083020";0.0;"";32
519;"";"";"05382040";0.0;"";32
520;"";"";"05434020";0.0;"";32
521;"";"";"04082003";0.0;"";32
522;"";"";"01449000";0.0;"";32
523;"";"";"01434100";0.0;"";32
524;"";"";"05616072";0.0;"";32
525;"";"";"01440020";0.0;"";32
526;"";"";"05027020";0.0;"";32
527;"";"";"04635021";0.0;"";32
528;"";"";"05564000";0.0;"";32
529;"";"";"05592000";0.0;"";32
530;"";"";"05581000";0.0;"";32
531;"";"";"04630010";0.0;"";32
532;"";"";"05563090";0.0;"";32
533;"";"";"05042000";0.0;"";32
534;"";"";"04610003";0.0;"";32
535;"";"";"04613001";0.0;"";32
536;"";"";"05072000";0.0;"";32
537;"";"";"05359001";0.0;"";32
538;"";"";"04055041";0.0;"";32
539;"";"";"05435040";0.0;"";32
540;"";"";"04054001";0.0;"";32
541;"";"";"04063006";0.0;"";32
542;"";"";"05387070";0.0;"";32
543;"";"";"05567050";0.0;"";32
544;"";"";"04560010";0.0;"";32
545;"";"";"05068010";0.0;"";32
546;"";"";"05374020";0.0;"";32
547;"";"";"05468160";0.0;"";32
548;"";"";"05415010";0.0;"";32
549;"";"";"05410000";0.0;"";32
550;"";"";"04044020";0.0;"";32
551;"";"";"05618000";0.0;"";32
552;"";"";"04565000";0.0;"";32
553;"";"";"04533050";0.0;"";32
554;"";"";"04634030";0.0;"";32
555;"";"";"05571040";0.0;"";32
556;"";"";"05364000";0.0;"";32
557;"";"";"05542040";0.0;"";32
558;"";"";"05373090";0.0;"";32
559;"";"";"05547100";0.0;"";32
560;"";"";"05529110";0.0;"";32
561;"";"";"05388070";0.0;"";32
562;"";"";"05627010";0.0;"";32
563;"";"";"05368160";0.0;"";32
564;"";"";"05626020";0.0;"";32
565;"";"";"05565200";0.0;"";32
566;"";"";"05594160";0.0;"";32
567;"";"";"05360030";0.0;"";32
568;"";"";"05564100";0.0;"";32
569;"";"";"05376020";0.0;"";32
570;"";"";"04047020";0.0;"";32
571;"";"";"04624060";0.0;"";32
572;"";"";"01435000";0.0;"";32
573;"";"";"05528000";0.0;"";32
574;"";"";"05508040";0.0;"";32
575;"";"";"05310000";0.0;"";32
576;"";"";"05577300";0.0;"";32
577;"";"";"05056000";0.0;"";32
578;"";"";"05333010";0.0;"";32
579;"";"";"05509006";0.0;"";32
580;"";"";"05662000";0.0;"";32
581;"";"";"05618020";0.0;"";32
582;"";"";"05651002";0.0;"";32
583;"";"";"05359200";0.0;"";32
584;"";"";"04302000";0.0;"";32
585;"";"";"05684030";0.0;"";32
586;"";"";"05632060";0.0;"";32
587;"";"";"05591010";0.0;"";32
588;"";"";"05089000";0.0;"";32
589;"";"";"05658070";0.0;"";32
590;"";"";"05618010";0.0;"";32
591;"";"";"05656020";0.0;"";32
592;"";"";"05659020";0.0;"";32
593;"";"";"04558000";0.0;"";32
594;"";"";"05570030";0.0;"";32
595;"";"";"05372110";0.0;"";32
596;"";"";"05568240";0.0;"";32
597;"";"";"05571140";0.0;"";32
598;"";"";"05550010";0.0;"";32
599;"";"";"05583110";0.0;"";32
600;"";"";"05387030";0.0;"";32
601;"";"";"05741190";0.0;"";32
602;"";"";"05616100";0.0;"";32
603;"";"";"04050000";0.0;"";32
604;"";"";"05625000";0.0;"";32
605;"";"";"05379030";0.0;"";32
606;"";"";"05366000";0.0;"";32
607;"";"";"05042001";0.0;"";32
608;"";"";"05050000";0.0;"";32
609;"";"";"05366160";0.0;"";32
610;"";"";"04067001";0.0;"";32
611;"";"";"05683000";0.0;"";32
612;"";"";"04043400";0.0;"";32
613;"";"";"05406000";0.0;"";32
614;"";"";"04535110";0.0;"";32
615;"";"";"04075000";0.0;"";32
616;"";"";"05363101";0.0;"";32
617;"";"";"04616003";0.0;"";32
618;"";"";"05670060";0.0;"";32
619;"";"";"04065001";0.0;"";32
620;"";"";"05340000";0.0;"";32
621;"";"";"04022005";0.0;"";32
622;"";"";"05374070";0.0;"";32
623;"";"";"04127001";0.0;"";32
624;"";"";"05352060";0.0;"";32
625;"";"";"05520300";0.0;"";32
626;"";"";"01424000";0.0;"";32
627;"";"";"01432020";0.0;"";32
628;"";"";"04080011";0.0;"";32
629;"";"";"04089012";0.0;"";32
630;"";"";"04362030";0.0;"";32
631;"";"";"05050090";0.0;"";32
632;"";"";"05432000";0.0;"";32
633;"";"";"05545010";0.0;"";32
634;"";"";"04046300";0.0;"";32
635;"";"";"04080006";0.0;"";32
636;"";"";"05335050";0.0;"";32
637;"";"";"05585040";0.0;"";32
638;"";"";"01441001";0.0;"";32
639;"";"";"04044010";0.0;"";32
640;"";"";"05724020";0.0;"";32
641;"";"";"05323000";0.0;"";32
642;"";"";"05634060";0.0;"";32
643;"";"";"05080000";0.0;"";32
644;"";"";"05513400";0.0;"";32
645;"";"";"05711000";0.0;"";32
646;"";"";"05658080";0.0;"";32
647;"";"";"04077002";0.0;"";32
648;"";"";"04511011";0.0;"";32
649;"";"";"04356100";0.0;"";32
650;"";"";"04145030";0.0;"";32
651;"";"";"05087010";0.0;"";32
652;"";"";"04535003";0.0;"";32
653;"";"";"05085000";0.0;"";32
654;"";"";"04467210";0.0;"";32
655;"";"";"04549003";0.0;"";32
656;"";"";"04548002";0.0;"";32
657;"";"";"04569003";0.0;"";32
658;"";"";"04358090";0.0;"";32
659;"";"";"04074031";0.0;"";32
660;"";"";"05352080";0.0;"";32
661;"";"";"04601002";0.0;"";32
662;"";"";"04564000";0.0;"";32
663;"";"";"05565090";0.0;"";32
664;"";"";"05625050";0.0;"";32
665;"";"";"01420001";0.0;"";32
666;"";"";"05517020";0.0;"";32
667;"";"";"04562000";0.0;"";32
668;"";"";"05305031";0.0;"";32
669;"";"";"05302000";0.0;"";32
670;"";"";"04543121";0.0;"";32
671;"";"";"05688021";0.0;"";32
672;"";"";"05508020";0.0;"";32
673;"";"";"01405001";0.0;"";32
674;"";"";"04083002";0.0;"";32
675;"";"";"05044050";0.0;"";32
676;"";"";"05563120";0.0;"";32
677;"";"";"05042010";0.0;"";32
678;"";"";"05564200";0.0;"";32
679;"";"";"05060000";0.0;"";32
680;"";"";"05460020";0.0;"";32
681;"";"";"05618001";0.0;"";32
682;"";"";"05524010";0.0;"";32
683;"";"";"05458001";0.0;"";32
684;"";"";"05543000";0.0;"";32
685;"";"";"05590020";0.0;"";32
686;"";"";"05359000";0.0;"";32
687;"";"";"04559002";0.0;"";32
688;"";"";"04139070";0.0;"";32
689;"";"";"05046001";0.0;"";32
690;"";"";"05418020";0.0;"";32
691;"";"";"05524020";0.0;"";32
692;"";"";"05437000";0.0;"";32
693;"";"";"01455070";0.0;"";32
694;"";"";"04619032";0.0;"";32
695;"";"";"05069000";0.0;"";32
696;"";"";"04562002";0.0;"";32
697;"";"";"05409003";0.0;"";32
698;"";"";"05083010";0.0;"";32
699;"";"";"05541060";0.0;"";32
700;"";"";"01406200";0.0;"";32
701;"";"";"05585010";0.0;"";32
702;"";"";"05503010";0.0;"";32
703;"";"";"05508900";0.0;"";32
704;"";"";"05593001";0.0;"";32
705;"";"";"05519120";0.0;"";32
706;"";"";"05305070";0.0;"";32
707;"";"";"05047000";0.0;"";32
708;"";"";"05592120";0.0;"";32
709;"";"";"05627000";0.0;"";32
710;"";"";"04616005";0.0;"";32
711;"";"";"05477000";0.0;"";32
712;"";"";"04607002";0.0;"";32
